,SeniorCitizen,Partner,Dependents,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender_Female,gender_Male,MultipleLines_False,MultipleLines_True,InternetService_DSL,InternetService_Fiber optic,OnlineSecurity_False,OnlineSecurity_True,OnlineBackup_False,OnlineBackup_True,DeviceProtection_False,DeviceProtection_True,TechSupport_False,TechSupport_True,StreamingTV_False,StreamingTV_True,StreamingMovies_False,StreamingMovies_True,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1 - 12,tenure_group_13 - 24,tenure_group_25 - 36,tenure_group_37 - 48,tenure_group_49 - 60,tenure_group_61 - 72
1665,False,False,False,True,True,76.8499984741211,663.5499877929688,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1668,False,False,False,True,True,115.6500015258789,5125.5,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1669,False,False,False,True,True,74.5999984741211,548.9000244140625,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1670,True,False,True,True,True,50.150001525878906,50.150001525878906,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1671,False,True,True,True,True,103.1500015258789,7031.2998046875,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1672,False,True,True,True,False,72.0999984741211,5016.64990234375,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1673,False,True,False,True,True,113.5999984741211,4594.9501953125,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1675,False,False,False,True,True,78.9000015258789,2384.14990234375,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1676,False,False,False,True,True,80.1500015258789,319.8500061035156,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1678,True,True,False,True,True,105.4000015258789,7035.60009765625,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1679,True,False,True,True,True,45.75,344.20001220703125,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1682,False,True,False,True,True,85.25,6083.10009765625,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1684,False,False,True,True,False,50.150001525878906,1655.3499755859375,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1685,True,True,False,True,True,70.55000305175781,1943.9000244140625,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1686,False,True,True,True,True,60.04999923706055,1616.1500244140625,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1690,False,True,True,True,True,97.55000305175781,6669.0498046875,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1693,False,True,False,True,False,114.44999694824219,8375.0498046875,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1695,False,True,True,True,True,70.69999694824219,3770.0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1696,False,False,False,True,True,85.30000305175781,264.79998779296875,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1697,False,True,True,True,False,75.55000305175781,4707.85009765625,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1698,False,True,True,True,True,84.80000305175781,6152.39990234375,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1701,False,True,True,True,True,102.44999694824219,6615.14990234375,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1702,False,True,False,True,True,104.4000015258789,2200.25,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1704,False,False,True,True,True,99.75,99.75,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1705,True,True,False,True,False,90.44999694824219,5044.7998046875,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1706,False,False,False,True,True,97.6500015258789,6743.5498046875,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1707,True,False,False,True,False,73.8499984741211,196.39999389648438,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1708,False,False,False,True,True,74.4000015258789,299.70001220703125,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1709,True,False,False,True,True,69.0999984741211,2093.89990234375,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1710,False,False,False,True,True,82.75,417.75,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1712,False,False,False,True,True,55.25,1620.199951171875,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1713,False,True,False,True,False,61.349998474121094,3169.550048828125,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1714,False,False,False,True,False,76.75,5233.25,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1716,False,False,False,True,True,54.75,438.04998779296875,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
1719,False,False,False,True,True,107.94999694824219,318.6000061035156,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1720,True,False,False,True,True,83.80000305175781,163.6999969482422,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1721,False,False,False,True,True,74.25,639.6500244140625,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1724,False,True,False,True,False,94.9000015258789,273.20001220703125,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1725,True,False,False,True,True,94.19999694824219,1608.1500244140625,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
1726,False,True,False,True,False,49.900001525878906,1441.949951171875,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1727,False,False,False,True,True,71.05000305175781,2168.14990234375,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1728,False,False,False,True,False,81.6500015258789,3618.699951171875,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1729,False,True,False,True,False,89.44999694824219,5692.64990234375,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1730,False,False,False,True,True,59.849998474121094,59.849998474121094,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1731,True,False,False,True,True,69.5999984741211,69.5999984741211,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1732,True,True,True,True,False,99.0,5969.2998046875,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1735,False,True,True,True,False,114.44999694824219,8100.5498046875,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1737,False,True,False,True,True,44.25,313.45001220703125,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1738,False,True,False,True,True,90.55000305175781,6130.9501953125,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1739,False,False,False,True,True,69.9000015258789,69.9000015258789,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1741,False,False,False,True,True,71.4000015258789,1212.0999755859375,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1742,False,False,False,True,True,87.1500015258789,183.75,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1744,False,True,False,True,True,104.44999694824219,4162.0498046875,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1746,False,False,False,True,True,116.44999694824219,8013.5498046875,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1747,False,True,True,True,True,84.75,264.8500061035156,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1749,True,False,False,True,True,110.75,5832.0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
1750,False,False,False,True,True,89.69999694824219,4304.5,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
1751,False,False,False,True,True,89.94999694824219,1178.4000244140625,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1752,False,True,False,True,False,48.70000076293945,1421.75,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1753,True,True,False,True,True,96.5999984741211,6827.5,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1754,False,False,False,True,True,74.30000305175781,4698.0498046875,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1755,False,False,False,True,True,54.29999923706055,654.5,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1756,True,False,False,True,False,74.8499984741211,3268.050048828125,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1757,False,True,True,True,True,79.94999694824219,4362.0498046875,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1760,False,True,True,True,False,54.900001525878906,2614.10009765625,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1762,False,True,True,True,True,89.6500015258789,3161.60009765625,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1763,False,False,False,True,True,45.400001525878906,80.94999694824219,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1764,False,True,True,True,False,75.69999694824219,4676.7001953125,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1765,False,True,False,True,True,110.6500015258789,6526.64990234375,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1767,False,True,False,True,True,115.1500015258789,8078.10009765625,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1768,False,False,False,True,False,58.54999923706055,3503.5,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
1769,False,True,False,True,True,93.25,6669.4501953125,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
1770,True,False,False,True,True,113.19999694824219,4689.5,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1771,True,False,False,True,True,90.5,1201.1500244140625,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
1772,False,False,False,True,False,79.0,143.64999389648438,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1774,False,True,True,True,True,48.75,48.75,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1775,True,False,False,True,True,109.05000305175781,7108.2001953125,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1777,False,False,False,True,True,54.900001525878906,1505.1500244140625,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1779,False,False,False,True,True,91.1500015258789,168.5,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1781,True,True,False,True,True,104.3499984741211,6339.4501953125,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1782,True,False,False,True,True,66.05000305175781,1652.4000244140625,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
1783,False,False,True,True,True,71.6500015258789,71.6500015258789,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1785,False,True,True,True,True,92.19999694824219,6392.85009765625,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1786,False,False,False,True,True,84.25,3264.5,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1787,True,True,False,True,True,105.19999694824219,4599.14990234375,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1790,False,False,False,True,False,78.0999984741211,947.2999877929688,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1791,False,True,False,True,True,61.5,2722.199951171875,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1792,False,True,True,True,True,69.4000015258789,3058.300048828125,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1794,False,True,True,True,False,91.05000305175781,6293.75,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1795,False,True,False,True,False,89.6500015258789,1761.050048828125,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
1796,False,True,False,True,True,73.6500015258789,1642.75,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1799,False,False,False,True,True,98.69999694824219,973.25,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1800,False,False,False,True,True,43.849998474121094,43.849998474121094,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1801,False,False,False,True,True,69.69999694824219,1490.4000244140625,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1805,False,True,True,True,False,64.44999694824219,4720.0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1807,False,False,False,True,False,76.3499984741211,76.3499984741211,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1808,False,False,False,True,True,79.1500015258789,1676.949951171875,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1809,True,True,False,True,True,85.0,2642.050048828125,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
1810,False,True,True,True,True,95.1500015258789,6770.85009765625,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1811,True,False,False,True,True,79.3499984741211,1835.300048828125,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1812,False,True,False,True,True,96.6500015258789,1588.25,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1813,False,False,False,True,True,75.5,75.5,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1817,True,True,False,True,False,98.3499984741211,6929.39990234375,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1818,False,True,True,True,False,74.3499984741211,4453.2998046875,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1820,False,True,False,True,False,45.650001525878906,323.45001220703125,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1821,True,True,False,True,False,85.30000305175781,2661.10009765625,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
1822,False,False,True,True,True,86.55000305175781,2697.39990234375,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1823,False,False,False,True,True,73.8499984741211,1424.5,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1825,False,False,False,True,True,54.20000076293945,1739.5999755859375,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1826,False,True,False,True,True,90.6500015258789,5931.0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1829,False,False,False,True,True,74.8499984741211,572.4500122070312,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1831,True,True,False,True,True,63.54999923706055,1381.800048828125,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1833,False,False,False,True,False,47.95000076293945,47.95000076293945,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1834,True,False,False,True,False,45.099998474121094,45.099998474121094,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1835,False,True,False,True,True,45.0,45.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1836,False,False,False,True,True,96.0,2122.449951171875,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
1838,True,False,False,True,True,90.05000305175781,4931.7998046875,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
1840,False,True,True,True,False,108.6500015258789,6937.9501953125,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1842,False,False,False,True,True,75.94999694824219,3273.800048828125,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1844,False,True,False,True,False,66.4000015258789,3958.199951171875,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1849,False,False,False,True,True,45.54999923706055,402.6000061035156,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1850,True,True,False,True,True,67.44999694824219,3252.0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1852,False,False,False,True,False,46.20000076293945,46.20000076293945,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1853,False,False,False,True,False,45.150001525878906,45.150001525878906,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1856,True,False,False,True,True,57.150001525878906,2250.64990234375,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1857,False,True,False,True,False,58.900001525878906,3857.10009765625,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1858,False,True,False,True,True,73.19999694824219,1441.0999755859375,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1859,False,False,False,True,True,85.3499984741211,4338.60009765625,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
1861,False,False,False,True,False,45.95000076293945,45.95000076293945,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1864,True,True,False,True,False,60.70000076293945,1597.4000244140625,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1865,True,False,False,True,True,99.0,4744.35009765625,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1866,False,True,True,True,True,104.4000015258789,6721.60009765625,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1867,False,False,False,True,False,83.75,247.25,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1868,False,False,False,True,True,44.04999923706055,44.04999923706055,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1870,False,False,False,True,True,45.54999923706055,45.54999923706055,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1871,False,True,True,True,True,93.80000305175781,4539.35009765625,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
1873,False,True,True,True,True,70.6500015258789,5011.14990234375,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1874,False,True,False,True,False,86.44999694824219,3574.5,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1875,False,True,False,True,True,114.0999984741211,8086.39990234375,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1876,False,True,False,True,True,95.19999694824219,4563.0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1877,False,False,False,True,False,88.55000305175781,6362.35009765625,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1879,False,False,False,True,True,70.05000305175781,70.05000305175781,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1880,False,False,False,True,True,86.0,165.4499969482422,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1882,False,True,True,True,True,60.20000076293945,1834.1500244140625,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1883,True,True,False,True,True,100.5,3653.35009765625,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1884,False,False,False,True,False,55.45000076293945,1477.6500244140625,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1885,False,True,True,True,True,70.30000305175781,1706.449951171875,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1886,False,True,True,True,True,60.400001525878906,3953.699951171875,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
